Name,Lat,Lon,Site ID,Type,Priority
QNMD28,14.956813,108.847593,,CSG,2
QNMD35,14.94609,108.92645,,CSG,2
QNNH03,14.98693,108.83602,,CSG,2
QNNH04,15.07944,108.77991,,CSG,2
QNNH05,15.045137,108.748902,,CSG,2
QNNH06,14.95662,108.77385,,CSG,2
QNNH07,15.00982,108.78337,,CSG,2
QNNH08,15.03804,108.82046,,CSG,2
QNNH15,15.027016,108.722448,,CSG,2
QNNH16,15.04128,108.79722,,CSG,2
QNNH17,15.024905,108.808331,,CSG,2
QNQN03,15.11312,108.8081,,CSG,2
QNQN06,15.11804,108.79231,,CSG,2
QNQN07,15.13104,108.84247,,CSG,2
QNQN08,15.12934,108.78553,,CSG,2
QNQN09,15.11339,108.79967,,CSG,2
QNQN10,15.10499,108.7887,,CSG,2
QNQN11,15.11464,108.78016,,CSG,2
QNQN12,15.12252,108.78558,,CSG,2
QNQN15,15.12444,108.77788,,CSG,2
QNQN16,15.12044,108.80544,,CSG,2
QNQN17,15.11357,108.77094,,CSG,2
QNQN19,15.118089,108.814294,,CSG,2
QNQN20,15.11272,108.7905,,CSG,2
QNQN21,15.125751,108.793376,,CSG,2
QNQN22,15.118394,108.829897,,CSG,2
QNQN25,15.09759,108.81506,,CSG,2
QNQN26,15.11033,108.84444,,CSG,2
QNQN2B,15.11337,108.8636,,CSG,2
QNQN2C,15.11178,108.884224,,CSG,2
QNQN2D,15.132492,108.869301,,CSG,2
QNQN31,15.12628,108.79764,,CSG,2
QNQN35,15.13094,108.80621,,CSG,2
QNQN37,15.12568,108.8026,,CSG,2
QNQN41,15.12528,108.83355,,CSG,2
QNQN43,15.10866,108.81933,,CSG,2
QNQN44,15.10594,108.76747,,CSG,2
QNQN79,15.154633,108.842944,,CSG,2
QNQN80,15.15256,108.78601,,CSG,2
QNQN81,15.18833,108.85438,,CSG,2
QNQN82,15.15044,108.79672,,CSG,2
QNQN85,15.214391,108.884787,,CSG,2
QNQN86,15.20268,108.89653,,CSG,2
